,ATSPM_ID,name,latitude,longitude,roadway_name
0,VOL-0128,Ridgewood Ave (US 1) & Big Tree Rd,29.1742,-81.0033,"S RIDGEWOOD AVE, BIG TREE RD"
0,BRE-0347,Viera Blvd at Stadium Pkwy,28.26685,-80.736475,"STADIUM PKWY, VIERA BLVD"
0,D5I-8005,SR 527 (Orange Ave) at Holden Ave,28.494694,-81.374935,"ORANGE AVE S, W HOLDEN AVE"
0,OSC-1103,Michigan ave @ Mill Slough rd,28.315312,-81.391305,MILL SLOUGH RD
0,OSC-1093,US 441 & Osceola Pkwy,28.337258,-81.403742,"N ORANGE BLOSSOM TRL, W OSCEOLA PKWY"
0,ORC-0203,NOBT at Roger Williams Ave,28.665171,-81.484718,"S ORANGE BLOSSOM TRL, ROGER WILLIAMS RD S, VICTOR DR"
0,1340,SR 434 at SR 419,28.703537,-81.291561,"SHORE RD, SR-419, SR-434"
0,1910,CR-427- Ronald Reagan @ Gen Hutchison Pkwy,28.721814,-81.3359,"N RONALD REAGAN BLVD, GENERAL HUTCHINSON PKWY"
0,OCA-0196,SR 40 &  US 441/301,29.187092,-82.140375,"N PINE AVE, W SILVER SPRINGS BLVD"
0,ORL-0411,John Young Pkwy (SR 423) at WD Judge Dr,28.560108,-81.415139,"N JOHN YOUNG PKWY, WD JUDGE DR"
0,ORC-0251,John Young Parkway at Town Center Blvd,28.364351,-81.423979,"CR-423, TOWN CENTER BLVD"
0,ORC-0662,Colonial Dr E at Lake Berge Rd,28.5682,-81.219882,"LAKE BERGE RD, E COLONIAL DR"
0,ORL-0229,Hoffner Ave (SR 15) at SR 551 (Goldenrod Rd),28.479195,-81.28798,"GOLDENROD RD S, GOLDENROD RD S, HOFFNER AVE"
0,ORC-0654,US 192 at Linfields Blvd,28.346875,-81.638609,"LINDFIELDS BLVD, W IRLO BRONSON MEMORIAL HWY"
0,ORC-0488,Sand Lake Rd (SR 482) & Kingspointe Parkway,28.45027,-81.43781,"W SAND LAKE RD, KINGSPOINTE PKWY, KINGSPOINTE PKWY"
0,VOL-0123,Clyde Morris Blvd (SR 483) & Embry Riddle University,29.19,-81.0469,"CEDAR ST, S CLYDE MORRIS BLVD"
0,ORC-0230,Semoran Blvd at University Blvd,28.597182,-81.307252,"SR-436, UNIVERSITY BLVD, SCARLET RD"
0,BRE-0141,Grissom Pkwy at Fay Blvd,28.468549,-80.80424,"GRISSOM PKWY, FAY BLVD"
0,ORC-0238,SOBT at Town Center Blvd,28.367799,-81.404452,"ORANGE BLOSSOM TRL S, TOWN CENTER BLVD"
0,2110,Lake Mary Blvd & Heathrow Blvd,28.7568,-81.37134,"W LAKE MARY BLVD, HEATHROW BLVD"
0,ORL-0213,SR 50 (Colonial Dr) at Herndon Ave,28.553438,-81.337473,"HERNDON AVE, E COLONIAL DR"
0,VOL-0101,New York Ave (SR 44) at SR 15A (Spring Garden Ave),29.0279,-81.3242,LUCIE AVE
0,1060,US-17/92 at SR-417,28.776354,-81.276431,"S ORLANDO DR, 50"
0,ORL-0116,Westmoreland Dr & Robinson St,28.545719,-81.393204,"WESTMORELAND DR N, W ROBINSON ST"
0,ORL-0096,Hughey Ave & Livingston St,28.547504,-81.382959,"LIVINGSTON BUS LN, N HUGHEY AVE, W LIVINGSTON ST"
0,ORL-0173,Par St & Clay Ave,28.582282,-81.373107,"E PAR ST, CLAY ST"
0,VOL-0214,New York Ave (SR 44) at Florida Ave,29.02805,-81.305431,"N FLORIDA AVE, W NEW YORK AVE"
0,ORC-0245,Orange Blossom Trail at Wisper Lakes Blvd,28.39759,-81.404601,"ORANGE BLOSSOM TRL S, WHISPER LAKES BLVD"
0,1455,SR 436 & Academy Dr / Lake Brantley Rd,28.666914,-81.43124,"ACADEMY DR, SEMORAN BLVD, W LAKE BRANTLEY RD"
0,OCA-0215,SR-40 / Silver Springs Blvd / Ft Brooks Rd at I-75 NB Ramp,29.186338,-82.184214,"I-75, W SILVER SPRINGS BLVD"
0,ORC-0159,SR 438 & Kingsland Ave/Evans HS,28.577965,-81.447818,"KINGSLAND AVE, SILVER STAR RD"
0,OSC-1048,US 192 & Formosa Gardens Blvd,28.340074,-81.596883,"W IRLO BRONSON MEMORIAL HWY, FORMOSA GARDENS BLVD"
0,1905,CR427 -Ronald Reagan blvd @  Country club rd,28.727744,-81.321885,"COUNTRY CLUB RD, N RONALD REAGAN BLVD"
0,ORC-0210,US-441 / Orange Blossom Trl at 39th St,28.503608,-81.396885,"S ORANGE BLOSSOM TRL, 39TH ST"
0,MEL-5032,NASA Blvd (SR 508) & Apollo Blvd,28.093342,-80.617562,"APOLLO BLVD S, APOLLO BLVD S, E NASA BLVD"
0,ORC-0076,Hoffner Ave (SR 15) at SR 15 (Conway Rd) & CR 506 (Conway Rd),28.480531,-81.330793,"HOFFNER AVE, CONWAY RD S"
0,OSC-1079,US 192 @ Bass rd,28.303802,-81.457509,"N BASS RD, W IRLO BRONSON MEMORIAL HWY"
0,OSC-3001,13th St (US 192/441) & Commerce Ctr Rd,28.2548,-81.3186,"COMMERCE CENTER DR, 13TH ST"
0,VOL-0122,Mason Ave (SR 430) & SR 483 (Clyde Morris Blvd),29.2135,-81.062,"N CLYDE MORRIS BLVD, MASON AVE"
0,D5I-4100,SR 438 & Clarke Rd,28.573722,-81.517368,"CLARKE RD N, E SILVER STAR RD"
0,OSC-1009,US 192/441 & Partin Settlement Rd,28.2788,-81.3432,"PARTIN SETTLEMENT RD, E IRLO BRONSON MEMORIAL HWY"
0,BRE-1007,SR 520 (W King St) at Riveredge Blvd,28.355902,-80.723921,KING ST
0,VOL-0180,Nova Rd (SR 5A) & 13th St/Walker St,29.241945,-81.060439,"N NOVA RD, WALKER ST"
0,ORL-0583,Gore St & Lucerne Terrace/Menendez St,28.53111,-81.38079,"LUCERNE TER, W GORE ST, MENENDEZ CT"
0,1535,SR-436 / Semoran Blvd / Altamonte Dr @ Essex Ave,28.663731,-81.378189,"ESSEX ST, E ALTAMONTE DR"
0,OSC-1102,Michigan Ave @ Donegan,28.318967,-81.39129,"MICHIGAN AVE, E DONEGAN AVE"
0,2203,Rinehart Rd & Garnet Ln,28.802341,-81.331106,RINEHART RD
0,1945,CR 46A (HE Thomas Jr Pkwy) & Hartwell Ave,28.786631,-81.28024,"HARTWELL AVE, W 25TH ST"
0,VOL-0111,Volusia Ave (US 17/92) at CR 4145 (Graves Ave),28.948668,-81.298857,"N VOLUSIA AVE, W GRAVES AVE"
0,ORL-0203,US-17/92 at Marks St,28.556748,-81.36445,"MILLS AVE N, E MARKS ST"
0,BRE-0232,US 192 & I-95 (SB Ramps),28.078801,-80.707042,"US-192, I-95"
0,ORL-0403,Turkey Lake Rd & Vineland Rd,28.480255,-81.475387,"TURKEY LAKE RD, VINELAND RD"
0,ORC-0189,Rio Grande Ave & Michigan St,28.514514,-81.40121,"RIO GRANDE AVE S, MONTVIEW ST, MICHIGAN ST W"
0,ORC-0116,Forest City Rd at RiverSide Park Ct.,28.625598,-81.415014,"FOREST CITY RD, RIVERSIDE PARK RD"
0,BRE-0332,CR 502 (Barnes Blvd) at Three Meadows Rd/Peregrine Cir,28.295323,-80.729034,"THREE MEADOWS DR, BARNES BLVD, PEREGRINE CIR"
0,1225,SR-434 / Alafaya Trl / Forest City Rd at Jamestown Blvd,28.68282,-81.41897,"JAMESTOWN BLVD, SR-434"
0,D5I-7005,US-441 &  Benbow Ct,28.651709,-81.467275,"BENBOW CT, S ORANGE BLOSSOM TRL"
0,BRE-0102,SR 520 at SB I-95,28.359797,-80.795231,"I-95, KING ST"
0,ORC-0585,Orange Blossom Tr (US 441) at Stoneybrook Hills Pkwy,28.781427,-81.624558,"N ORANGE BLOSSOM TRL, STONEYBROOK HILLS PKWY"
0,OSC-1060,US 192 & Arabian Nights Blvd,28.332788,-81.531222,"W IRLO BRONSON MEMORIAL HWY, ARABIAN NIGHTS BLVD"
0,MRN-9999,Silver Springs Blvd (SR 40) at NE 1st Ave,29.187019,-82.136022,"NE 1ST AVE, W SILVER SPRINGS BLVD"
0,VOL-0129,Ridgewood Ave (US 1) & Ridge Blvd,29.1675,-80.9997,"S RIDGEWOOD AVE, RIDGE BLVD"
0,ORL-0267,Division Ave & Kaley St,28.520173,-81.384671,"S DIVISION AVE, W KALEY AVE"
0,ORC-0674,SR 535 & International,28.354408,-81.49458,"SR-535, INTERNATIONAL DR S"
0,1665,I-4 at Exit 101C:  SR-46,28.811325,-81.339863,"101C, SR-46"
0,ORC-0679,Dr Phillips & Marketplace,28.45331,-81.48804,DR PHILLIPS BLVD
0,BRE-0377,Stadium Pkwy at Stadium Corners/Rosemount Dr,28.269858,-80.737442,STADIUM PKWY
0,ORL-0391,SR 435 (Kirkman Rd) at L.B. Mcleod RD,28.504649,-81.459001,"LB MCLEOD RD, S KIRKMAN RD"
0,1680,SR46 @ Rinehart,28.811558,-81.331169,"RINEHART RD, SR-46"
0,1220,SR-434 / Alafaya Trl / Forest City Rd at Sand Lake Rd,28.680038,-81.419021,"SR-434, SAND LAKE RD"
0,1795,SR 426 & SR 417 NB Ramp,28.618648,-81.257956,"CENTRAL FLORIDA GREENEWAY, SR-426"
0,BRE-5520,US 1 and Country Club Dr,28.576587,-80.799287,"S WASHINGTON AVE, COUNTRY CLUB DR"
0,2235,Lake Emma Rd  @  Longwood Hills Rd,28.713343,-81.358481,"LONGWOOD HILLS RD, LAKE EMMA RD"
0,1815,SR 426 & Chapman Rd,28.64095,-81.2338,"SR-426, W CHAPMAN RD"
0,BRE-0338,Stadium Pkwy at Judge Fran Jamieson Way,28.247674,-80.737834,"STADIUM PKWY, JUDGE FRAN JAMIESON WAY"
0,BRE-0247,CR 502 (Barnes Blvd) at Murrell Rd,28.295346,-80.722002,"MURRELL RD, BARNES BLVD"
0,ORL-0057,Mills Ave at Livingston St,28.547633,-81.364386,"MILLS AVE N, E LIVINGSTON ST"
0,ORL-0157,John Young Parkway at I4 EB,28.508092,-81.418211,"I-4, S JOHN YOUNG PKWY"
0,BRE-0079,SR 520 at SR 501 (Clearlake Rd),28.355701,-80.75493,"CLEARLAKE RD, W KING ST"
0,BRE-0081,SR 501 & Rosentine St,28.381882,-80.755048,"CLEARLAKE RD, ROSETINE ST"
0,ORL-0686,Millenia Blvd & Conservatory Ln,28.489152,-81.431626,"CONSERVATORY LN, MILLENIA BLVD"
0,D5I-3075,Fairbanks Ave (SR 426) & Ollie Ave-Chase Ave,28.595321,-81.34571,"E FAIRBANKS AVE, OLLIE AVE, CHASE AVE"
0,BRE-1008,SR 520 (W King St) at US 1 (S Cocoa Blvd),28.355662,-80.732499,KING ST
0,VOL-0425,Indian River Blvd (SR 442) & Air Park Rd,28.9631,-80.9217,"S AIR PARK RD, W INDIAN RIVER BLVD"
0,ORC-0354,Conroy Windermere Rd & Hutchinson Morely Rd,28.493538,-81.50029,"LINCOLN AVE S, CONROY WINDERMERE RD"
0,ORC-0308,International Dr & Jamacian Ct North,28.447018,-81.470961,"INTERNATIONAL DR, JAMAICAN CT"
0,D5I-7015,US 441 & SR 436,28.67284,-81.496056,"E SEMORAN BLVD, S ORANGE BLOSSOM TRL"
0,ORL-0006,Rosalind Ave & Anderson St,28.537004,-81.375807,"S ROSALIND AVE, E ANDERSON ST"
0,MEL-4059,Harbor City Blvd (US 1) & NASA Blvd (SR 508),28.093837,-80.610167,"E NASA BLVD, S HARBOR CITY BLVD"
0,VOL-0287,Nova Rd (SR 5A) & Main Trail/Wilmette Ave,29.285855,-81.083518,"N NOVA RD, WILMETTE AVE"
0,ORL-0739,John Young Parkway at I-4 WB Off Ramp,28.512754,-81.420567,"S JOHN YOUNG PKWY, I-4"
0,2560,Red Bug Lake Rd & Nodding Pines Way,28.647487,-81.28395,RED BUG LAKE RD
0,ORC-0428,International Dr & Exhibit Dr,28.428692,-81.470085,"INTERNATIONAL DR, EXHIBIT DR"
0,D5I-4085,SR 438 & Ocoee Apopka Rd,28.573586,-81.550705,"OCOEE APOPKA RD, SILVER STAR RD W"
0,1930,CR427- Ronald Regan Rd @ Dog Track rd,28.6849,-81.3459,"S RONALD REAGAN BLVD, DOG TRACK RD"
0,OSC-3009,US 192/441 & Delaware Ave,28.2459,-81.2722,"DELAWARE AVE, E IRLO BRONSON MEMORIAL HWY"
0,2295,Wymore Rd  at Spring Valley Rd,28.656153,-81.390345,"WYMORE RD, SPRING VALLEY RD"
0,OCA-0211,SW 17th St (SR 464) & SW 19th Ave Rd-Martin L King Ave,29.171499,-82.156669,"SW 19TH AVENUE RD, SW MARTIN LUTHER KING JR AVE, SW 17TH ST"
0,ORC-0195,Orange Ave (SR 527 SB) & CR 506 West(Oak Ridge Rd),28.472858,-81.369231,"ORANGE AVE S, E OAK RIDGE RD"
0,ORL-0056,Robinson St (SR 526) & Howard MS (Ped Signal),28.5458,-81.367,E ROBINSON ST
0,OSC-1085,JYP @ Regatta Bay,28.331727,-81.41624,N JOHN YOUNG PKWY
0,VOL-0344,Saxon Blvd & Park n Ride,28.911147,-81.275994,SAXON BLVD
0,ORL-0167,Vineland Rd & Cypress Creek Blvd,28.484181,-81.443786,"VINELAND RD, CYPRESS CREEK BLVD"
0,OSC-1045,Old Lake Wilson Rd & Westgate/Magic Tree,28.328916,-81.590721,"N OLD LAKE WILSON RD, WESTGATE VACATION VLS, MAGIC TREE DR"
0,ORC-0408,Dr Phillips Blvd & Southwest Middle School,28.469852,-81.491571,DR PHILLIPS BLVD
0,ORC-0542,Avalon Park Blvd at Crown Hill / Timber Springs,28.538515,-81.150702,"S AVALON PARK BLVD, CROWN HILL BLVD, TIMBER SPRINGS BLVD"
0,D5I-3000,US 17/92 at SR423/Lee Rd,28.605949,-81.365176,"ORLANDO AVE N, LEE RD"
0,VOL-0245,Dunlawton Ave (SR 421) & Village Trail,29.1235,-81.0121,"DUNLAWTON AVE, SWALLOW TAIL DR N, VILLAGE TRL"
0,BRE-0262,CR 509 (Wickham Rd) at Sherrif Dr,28.230269,-80.715835,N WICKHAM RD
0,BRE-0119,US 192 & John Rodes Blvd,28.078867,-80.70019,"S JOHN RODES BLVD, W NEW HAVEN AVE"
0,BRE-1035,SR 524 at Friday Rd,28.375965,-80.802068,"FRIDAY RD, SR-524"
0,1335,SR 434 at Hayes Rd,28.701368,-81.295833,"HAYES RD, SR-434"
0,VOL-0272,Ridgewood Ave (US 1) & 6th St,29.236,-81.0363,"RIDGEWOOD AVE, 7TH ST"
0,OCA-0195,US 301 and SW 5th St,29.182602,-82.140413,"SR-200, SW 5TH ST"
0,BRE-0363,SR 404 (Pineda Causeway) & Estuary Blvd/St Andrews Blvd,28.193783,-80.693001,"ESTUARY BLVD, SR-404, ST ANDREWS BLVD"
0,OSC-1051,US 192 & Reedy Creek Blvd,28.332498,-81.583742,"REEDY CREEK BLVD, W IRLO BRONSON MEMORIAL HWY"
0,ORL-0243,SR 436 (Semoran Blvd) at Pershing Ave,28.49895,-81.310198,"SEMORAN BLVD S, PERSHING AVE"
0,D5I-3050,Fairbanks Ave (SR 426) & Denning Dr,28.59308,-81.360935,"S DENNING DR, W FAIRBANKS AVE"
0,OCA-0206,SR-200 / College Rd / SW 10th St at SW 27th Ave,29.1661,-82.16888,"SW 27TH AVE, SR-200"
0,D5I-3040,SR 426 & Formosa Ave,28.593165,-81.377427,"FORMOSA AVE, W FAIRBANKS AVE"
0,ORC-0002,SR 423 & Adanson St,28.607021,-81.393463,"ADANSON ST, LEE RD"
0,D5I-7040,US 441 & Park Ave,28.673112,-81.509459,"PARK AVE S, E MAIN ST"
0,VOL-0371,New York Ave (SR 44) at Blue Lake Ave,29.028251,-81.274404,"N BLUE LAKE AVE, E NEW YORK AVE"
0,BRE-5504,SR405/South St and US1/Washington Ave,28.608029,-80.807613,S WASHINGTON AVE
0,ORC-0179,Sand Lake Rd (SR 482) & Mandarin Dr,28.45,-81.4461,"W SAND LAKE RD, MANDARIN DR"
0,VOL-0414,SR 44 at Sugar Mill Dr,29.012965,-80.979546,SUGAR MILL DR
0,1685,SR-46 at CR-15 / Upsala Rd,28.811571,-81.322745,"CR-15, SR-46"
0,ORC-0683,SOBT at Mary Louis Ln,28.348012,-81.404053,"ORANGE BLOSSOM TRL S, N ORANGE BLOSSOM TRL"
0,1127,US-17/92 at Church Ave,28.700793,-81.327007,"US-17-92, E CHURCH AVE"
0,OSC-1034,US 17/92 & Ham Brown Rd,28.2565,-81.4625,"HAM BROWN RD, S ORANGE BLOSSOM TRL, BROAD ST"
0,ORC-0234,Central Florida Pkwy & Westwood Blvd,28.409127,-81.471627,"WESTWOOD BLVD, CENTRAL FLORIDA PKWY"
0,ORL-0368,Universal Blvd & Carrier Dr,28.455945,-81.464447,"UNIVERSAL BLVD, CARRIER DR"
0,ORC-0217,SR 438 & CR 431(Pine Hills Rd),28.577949,-81.451489,"N PINE HILLS RD, SILVER STAR RD"
0,OSC-1128,Boggy Creek rd @ Turnberry blvd,28.333552,-81.278708,"TURNBERRY BLVD, BOGGY CREEK RD"
0,1790,SR 426 & SR 417 SB Ramp,28.618623,-81.259078,SR-426
0,OSC-1145,Michigan Ave @ Nolte Rd,28.222994,-81.276637,"MICHIGAN AVE, W NEW NOLTE RD"
0,ORL-0519,US 441/Orange Blossom Trail at SR 423 (Lee Rd),28.597948,-81.416855,"ORANGE BLOSSOM TRL N, LEE RD, N JOHN YOUNG PKWY"
0,OSC-1013,US 192/441 & Academy Dr / Partin Village,28.2815,-81.3472,"ACADEMY DR, E IRLO BRONSON MEMORIAL HWY"
0,OSC-1001,Road & Bridge @ Old Canoe Creek,28.234461,-81.317759,OLD CANOE CREEK RD
0,ORC-0078,Curry Ford Rd (SR 552) at SR 551 (Goldenrod Rd),28.515712,-81.289749,"GOLDENROD RD S, CURRY FORD RD"
0,OSC-1070,Osceola Pkwy & I-4 EB,28.345501,-81.530097,"W OSCEOLA PKWY, 65"
0,BRE-1016,SR 520 (W King St) at Lake Dr/Varr Ave,28.355722,-80.744453,"VARR AVE S, LAKE DR, W KING ST"
0,OSC-1019,US 17/92 & CR 531 (Pleasant Hill Rd),28.260566,-81.436342,"PLEASANT HILL RD, S ORANGE BLOSSOM TRL"
0,BRE-0078,US 1 (N Cocoa Blvd) at SR 528 EB Ramps,28.398762,-80.751859,"N COCOA BLVD, SR-528"
0,D5I-7000,SR 436 & Semoran Commerce Place,28.672991,-81.478972,"SEMORAN COMMERCE PL, E SEMORAN BLVD"
0,OCA-0078,US 27 (NW 10th St-Bonnie Heath Blvd) & NW 27th Ave,29.19706,-82.16858,"NW 27TH AVE, NW 10TH ST"
0,ORL-0031,Robinson St (SR 526) at Orange Ave,28.545674,-81.379089,"N ORANGE AVE, W ROBINSON ST"
0,MRN-9999,Silver Springs Blvd (SR 40) at Watula Ave,29.187055,-82.133453,"NE WATULA AVE, W SILVER SPRINGS BLVD"
0,ORC-0386,Colonial Dr W at Apopka Vineland Rd,28.551977,-81.489713,"APOPKA VINELAND RD N, W COLONIAL DR"
0,ORC-0096,Lake Underhill @ Econlockhatchee Trail,28.539254,-81.252571,"ECONLOCKHATCHEE TRL S, LAKE UNDERHILL RD"
0,OSC-1066,US 192 & Poinciana Blvd,28.332921,-81.489555,"N POINCIANA BLVD, W IRLO BRONSON MEMORIAL HWY"
0,1890,SR 417 NB & CR 427,28.75759,-81.26817,"49, N RONALD REAGAN BLVD"
0,BRE-0080,US 1 (N Cocoa Blvd) at Michigan Ave,28.390067,-80.746463,"N COCOA BLVD, MICHIGAN AVE"
0,ORL-0283,Ramps (I-4) at Michigan St (WB Off Ramp),28.5147,-81.3908,"MICHIGAN ST W, I-4"
0,ORC-0458,John Young Parkway at Menta St.,28.388619,-81.425035,"S JOHN YOUNG PKWY, CRYSTAL CREEK BLVD, MENTA ST"
0,ORC-0022,SR 535 (Apopka Vineland Rd) & Palm Pkwy,28.385823,-81.506206,"S APOPKA VINELAND RD, PALM PKWY"
0,ORC-0055,International Dr & Concourse (Orange County Convention Center),28.42506,-81.46158,INTERNATIONAL DR
0,ORL-0094,Garland Ave NB (SR 526) & SR 526 (Robinson St),28.5457,-81.3819,"N GARLAND AVE, W ROBINSON ST"
0,2400,Palm Springs Dr  @  Oakhurst,28.679157,-81.37383,"PALM SPRINGS DR, OAKHURST ST"
0,2195,Rinehart Rd at SR 417 SB Ramp,28.797193,-81.332362,"RINEHART RD, 54"
0,ORL-0055,Pine St & Hughey Ave,28.541265,-81.382886,"S HUGHEY AVE, W PINE ST"
0,ORC-0048,Colonial Dr at Chickasaw,28.568294,-81.277826,"N CHICKASAW TRL, E COLONIAL DR"
0,OSC-1107,US-192 @ Bill Beck Blvd,28.292911,-81.364815,"BILL BECK BLVD, E IRLO BRONSON MEMORIAL HWY"
0,ORL-0003,Anderson St & Boone Ave,28.536666,-81.3801,"BOONE AVE, W ANDERSON ST"
0,ORC-0460,John Young Pkwy at Church St.,28.540032,-81.413459,"CHURCH ST W, S JOHN YOUNG PKWY"
0,ORC-0657,Goldenrod Rd (SR 551) & Nolton Way,28.5267,-81.2856,"S GOLDENROD RD, NOLTON WAY"
0,1115,US-17/92 at SR-419,28.730534,-81.310012,"US-17-92, SILKWOOD CT, SR-419"
0,ORC-0161,Kirkman Rd at Old Winter Garden Rd,28.538055,-81.45812,"S KIRKMAN RD, OLD WINTER GARDEN RD"
0,VOL-0289,Volusia Ave (US 17/92) at New York Ave,28.963123,-81.298757,"N VOLUSIA AVE, E NEW YORK AVE"
0,VOL-0262,Granada Blvd (SR 40) at I-95 (NB Off Ramp),29.257158,-81.115523,"W GRANADA BLVD, I-95"
0,OSC-1115,Turnpike SB (SR 91) & Osceola Pkwy,28.3408,-81.3811,"E OSCEOLA PKWY, FLORIDA'S TPKE"
0,ORC-0636,John Young Pkwy & Destination Pkwy/Southpark Cir,28.438866,-81.426286,"S JOHN YOUNG PKWY, SOUTH PARK CIR"
0,2315,Maitland Ave @ Ballard st/ oak Haven dr,28.653312,-81.365862,"MAITLAND AVE, BALLARD ST"
0,VOL-0220,Nova Rd (SR 5A) & 6th St,29.22941,-81.05208,N NOVA RD
0,VOL-0107,Woodland Blvd (US 17/92) at Plymouth Ave,29.042809,-81.303914,"E WOODMONT RD, W PLYMOUTH AVE"
0,1465,SR 436 & Maple St,28.6654,-81.4237,"MAPLE ST, SEMORAN BLVD"
0,2050,Lake Mary Blvd & Sir Lawrence Dr,28.75642,-81.311627,"W LAKE MARY BLVD, SIR LAWRENCE DR"
0,ORL-0553,International Dr & Rodeway Inn Ped Crossing,28.4599,-81.46876,INTERNATIONAL DR
0,BRE-0017,SR 520 (Merritt Island Cswy) at Plumosa St,28.357145,-80.692071,"PLUMOSA ST S, MERRITT ISLAND CSWY E"
0,2250,EE Williamson  @  Markham Woods Rd,28.71297,-81.3845,"MARKHAM WOODS RD, IBIS RD, EE WILLIAMSON RD"
0,ORC-0099,Edgewater Dr (SR 424) at SR 426 (Fairbanks Ave),28.596377,-81.398393,"EDGEWATER DR, W FAIRBANKS AVE"
0,ORC-0415,Rouse Rd at Buck Rd,28.590332,-81.224319,"ROUSE RD, BUCK RD, BUCK RD"
0,ORC-0411,SR 434 & Central Fl Blvd,28.5935,-81.2084,"ALAFAYA TRL N, CENTRAL FLORIDA BLVD"
0,ORC-0610,Orange Blossom Trl at Stable Dr.,28.383176,-81.404644,"ORANGE BLOSSOM TRL S, STABLE DR"
0,1085,US-17/92 at Lake Minnie Dr / Collins Dr,28.750789,-81.290444,"S ORLANDO DR, COLLINS DR"
0,ORC-0360,SR50 at CR 13,28.553499,-81.106277,"CR-13, E COLONIAL DR"
0,MRN-9999,SE 58th Ave (SR 35) at Cherry St/SE 20th St,29.168139,-82.053601,"SE 58TH AVE, CHERRY RD"
0,1923,CR 427-Ronald Reagan @ Palmetto av,28.703045,-81.345359,"N RONALD REAGAN BLVD, PALMETTO AVE"
0,OSC-1151,Old Canoe Creek @ Nolte Rd.,28.228044,-81.317673,"OLD CANOE CREEK RD, OLD CANOE CREEK RD"
0,ORC-0073,Conroy Windermere Rd @ Hiawassee Rd,28.493654,-81.483443,"FAWN RIDGE RD, CONROY WINDERMERE RD, HIAWASSEE RD S"
0,ORC-0468,Universal Blvd & Convention Way,28.433405,-81.463568,"CONVENTION WAY, UNIVERSAL BLVD"
0,ORC-0260,SR 434 & Science Dr/Lokanotosa Tr,28.5832,-81.2077,"ALAFAYA TRL N, LOKANOTOSA TRL, SCIENCE DR"
0,ORC-0250,Oak Ridge Rd at Harcourt Ave,28.47219,-81.43331,"HARCOURT AVE, HARCOURT AVE, W OAK RIDGE RD"
0,BRE-0052,Babcock St (SR 507) & SR 514(Malabar Rd),27.998494,-80.621862,"BABCOCK ST NE, MALABAR RD NE"
0,BRE-0014,SR 3 (Courtenay Pkwy) at Pioneer Rd,28.398024,-80.704925,"N COURTENAY PKWY, PIONEER RD"
0,OSC-1106,Fortune Road @ Bill Beck Boulevard,28.304192,-81.365606,"BILL BECK BLVD, FORTUNE RD"
0,ORC-0338,John Young Parkway at 408 EB Ramp,28.541881,-81.413669,"S JOHN YOUNG PKWY, EAST-WEST EXPY"
0,MEL-8004,SR A1A & Paradise Blvd,28.122737,-80.576772,HIGHWAY A1A N
0,OSC-1140,SR 15 (US 441) & (SR60) Yeehaw Junction,27.699686,-80.904275,"S KENANSVILLE RD, SR-60"
0,1693,SR-46 at Martin Luther King Jr Blvd / Rand Yard Rd,28.811377,-81.302503,"MARTIN LUTHER KING JR BLVD, SR-46"
0,2015,Lake Mary Blvd & Red Cleveland Blvd,28.758649,-81.241629,"E LAKE MARY BLVD, E LAKE MARY BLVD"
0,ORL-0288,Orange Ave (SR 527) at Michigan St,28.51293,-81.376301,"ORANGE AVE S, MICHIGAN ST W"
0,VOL-0184,Granada Blvd (SR 40) & John Anderson Dr,29.288955,-81.047562,"GRANADA BLVD, JOHN ANDERSON DR"
0,D5I-0158,US 17/92 at Beresford Ave,29.01361,-81.30309,W BERESFORD AVE
0,D5I-3030,US-17/92 at SR-527 (Orange Ave.),28.585925,-81.364934,"ORLANDO AVE S, ORANGE AVE"
0,ORL-0152,Bruton Blvd & Kirkland Blvd,28.51644,-81.426,"BRUTON BLVD, KIRKLAND BLVD"
0,ORL-0036,Robinson St (SR 526) at Rosalind Ave,28.545674,-81.37593,"N ROSALIND AVE, E ROBINSON ST"
0,ORC-0100,SR 434 at Edgewater Dr.,28.610248,-81.415151,"FOREST CITY RD, EDGEWATER DR, N JOHN YOUNG PKWY"
0,VOL-0367,New York Ave (SR 44) at CR 4139 (Summitt Ave),29.015478,-81.246386,"N SUMMIT AVE, E NEW YORK AVE"
0,VOL-0225,SR 44 at SR 415/CR 415 (Tomoka Farms Rd),29.011224,-81.068877,"SR-415, SR-44"
0,ORC-0197,Oak Ridge Rd & Texas Ave,28.472416,-81.409082,"TEXAS AVE S, W OAK RIDGE RD"
0,MEL-4057,Harbor City Blvd (US 1) & Babcock St-Ballard Rd,28.116095,-80.623119,"BABCOCK ST N, BALLARD DR, N HARBOR CITY BLVD"
0,ORL-0162,Conway Rd (SR 15) at SR 15 (Lake Underhill Rd) & CR 526 (Lake Underhill Rd),28.537534,-81.331234,"LAKE UNDERHILL RD, EAST-WEST EXPY"
0,ORL-0235,SR 436 (Semoran Blvd) at CR 526 (Lk Underhill),28.539027,-81.310568,"S SEMORAN BLVD, LAKE UNDERHILL RD"
0,LKC-0023,SR 50 at Magnolia Pointe Blvd,28.546393,-81.669867,"MAGNOLIA POINTE BLVD, SR-50"
0,1985,HE Thomas Jr Pkwy & Upsala Rd,28.786504,-81.316421,W 25TH ST
0,ORC-0142,Sand Lake Rd (SR 482) & I-4(EB Off Ramp),28.449995,-81.473653,"W SAND LAKE RD, 74A"
0,VOL-0255,US 1 & I-95 (NB Ramps),29.3355,-81.1305,"US-1, I-95"
