,ATSPM_ID,name,latitude,longitude,roadway_name,county,direction,roadwayName,SIIA_ID,approachID,laneType,width,numberFromLeft,detectorID,channel,phase,distanceToStopbar,length,laneID,det_type
0,ORL-0012,Rosalind Ave & Church St,28.540386,-81.375867,"S ROSALIND AVE, E CHURCH ST",ORANGE,0,S ROSALIND AVE,1144,4035,Through,12.0,1,13587,6,6,0.0,50.0,12038,Video
1,ORL-0012,Rosalind Ave & Church St,28.540386,-81.375867,"S ROSALIND AVE, E CHURCH ST",ORANGE,0,S ROSALIND AVE,1144,4035,Through,12.0,2,13589,6,6,0.0,50.0,12039,Video
2,ORL-0012,Rosalind Ave & Church St,28.540386,-81.375867,"S ROSALIND AVE, E CHURCH ST",ORANGE,0,S ROSALIND AVE,1144,4035,Through Right,12.0,3,13591,6,6,0.0,50.0,12040,Video
3,ORL-0012,Rosalind Ave & Church St,28.540386,-81.375867,"S ROSALIND AVE, E CHURCH ST",ORANGE,90,E CHURCH ST,1144,4036,Left,12.0,1,13593,8,8,0.0,50.0,12041,Video
4,ORL-0012,Rosalind Ave & Church St,28.540386,-81.375867,"S ROSALIND AVE, E CHURCH ST",ORANGE,90,E CHURCH ST,1144,4036,Through,12.0,2,13594,8,8,0.0,50.0,12042,Video
5,ORL-0012,Rosalind Ave & Church St,28.540386,-81.375867,"S ROSALIND AVE, E CHURCH ST",ORANGE,270,E CHURCH ST,1144,4037,Right,12.0,1,23141,8,8,0.0,50.0,12043,Video
0,OSC-1037,17/92 & Osceola Polk Ln Rd (CR 532),28.259847,-81.543077,"S ORANGE BLOSSOM TRL, OSCEOLA POLK LINE RD",OSCEOLA,0,S ORANGE BLOSSOM TRL,578,1992,Left,12.0,1,6381,2,2,0.0,40.0,6015,Inductive Loop
1,OSC-1037,17/92 & Osceola Polk Ln Rd (CR 532),28.259847,-81.543077,"S ORANGE BLOSSOM TRL, OSCEOLA POLK LINE RD",OSCEOLA,0,S ORANGE BLOSSOM TRL,578,1992,Through,12.0,2,6382,6,2,183.0,6.0,6016,Inductive Loop
2,OSC-1037,17/92 & Osceola Polk Ln Rd (CR 532),28.259847,-81.543077,"S ORANGE BLOSSOM TRL, OSCEOLA POLK LINE RD",OSCEOLA,0,S ORANGE BLOSSOM TRL,578,1992,Through,12.0,2,6383,5,2,395.0,6.0,6016,Inductive Loop
3,OSC-1037,17/92 & Osceola Polk Ln Rd (CR 532),28.259847,-81.543077,"S ORANGE BLOSSOM TRL, OSCEOLA POLK LINE RD",OSCEOLA,45,OSCEOLA POLK LINE RD,578,1993,Left,12.0,1,6384,3,4,4.0,40.0,6017,Inductive Loop
4,OSC-1037,17/92 & Osceola Polk Ln Rd (CR 532),28.259847,-81.543077,"S ORANGE BLOSSOM TRL, OSCEOLA POLK LINE RD",OSCEOLA,45,OSCEOLA POLK LINE RD,578,1993,Right,12.0,2,9711,4,4,0.0,40.0,6018,Video
5,OSC-1037,17/92 & Osceola Polk Ln Rd (CR 532),28.259847,-81.543077,"S ORANGE BLOSSOM TRL, OSCEOLA POLK LINE RD",OSCEOLA,180,S ORANGE BLOSSOM TRL,578,1994,Through,12.0,1,6385,1,2,187.0,6.0,6019,Inductive Loop
6,OSC-1037,17/92 & Osceola Polk Ln Rd (CR 532),28.259847,-81.543077,"S ORANGE BLOSSOM TRL, OSCEOLA POLK LINE RD",OSCEOLA,180,S ORANGE BLOSSOM TRL,578,1994,Through,12.0,1,6386,2,2,398.0,6.0,6019,Inductive Loop
7,OSC-1037,17/92 & Osceola Polk Ln Rd (CR 532),28.259847,-81.543077,"S ORANGE BLOSSOM TRL, OSCEOLA POLK LINE RD",OSCEOLA,180,S ORANGE BLOSSOM TRL,578,1994,Right,12.0,2,9712,2,2,398.0,6.0,6020,Video
0,2700,CR15(17\92) @ Orange Blvd,28.82857,-81.32294,"MONROE RD, SUNRAIL DR",SEMINOLE,0,MONROE RD,312,1074,Left,12.0,1,2072,1,1,0.0,30.0,2458,Inductive Loop
1,2700,CR15(17\92) @ Orange Blvd,28.82857,-81.32294,"MONROE RD, SUNRAIL DR",SEMINOLE,0,MONROE RD,312,1074,Through,12.0,2,2073,6,6,75.0,6.0,2459,Inductive Loop
2,2700,CR15(17\92) @ Orange Blvd,28.82857,-81.32294,"MONROE RD, SUNRAIL DR",SEMINOLE,0,MONROE RD,312,1074,Through Right,12.0,3,3290,7,6,75.0,6.0,3625,Inductive Loop
3,2700,CR15(17\92) @ Orange Blvd,28.82857,-81.32294,"MONROE RD, SUNRAIL DR",SEMINOLE,90,SUNRAIL DR,312,1075,Left,12.0,1,2074,4,8,0.0,30.0,2460,Inductive Loop
4,2700,CR15(17\92) @ Orange Blvd,28.82857,-81.32294,"MONROE RD, SUNRAIL DR",SEMINOLE,90,SUNRAIL DR,312,1075,Left,12.0,2,2075,5,8,0.0,30.0,2461,Inductive Loop
5,2700,CR15(17\92) @ Orange Blvd,28.82857,-81.32294,"MONROE RD, SUNRAIL DR",SEMINOLE,90,SUNRAIL DR,312,1075,Right,12.0,3,2076,8,8,0.0,30.0,2462,Inductive Loop
6,2700,CR15(17\92) @ Orange Blvd,28.82857,-81.32294,"MONROE RD, SUNRAIL DR",SEMINOLE,180,MONROE RD,312,1076,Through,12.0,1,2077,2,2,75.0,6.0,2463,Inductive Loop
7,2700,CR15(17\92) @ Orange Blvd,28.82857,-81.32294,"MONROE RD, SUNRAIL DR",SEMINOLE,180,MONROE RD,312,1076,Through Right,12.0,2,3291,3,2,75.0,6.0,3626,Inductive Loop
0,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,45,CYPRESS PKWY,1774,6379,Left,12.0,1,19527,4,5,0.0,30.0,19419,Video
1,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,45,CYPRESS PKWY,1774,6379,Left,12.0,1,19528,4,5,30.0,30.0,19419,Video
2,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,45,CYPRESS PKWY,1774,6379,Left,12.0,1,19529,4,5,60.0,30.0,19419,Video
3,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,45,CYPRESS PKWY,1774,6379,Through,12.0,2,19530,3,2,0.0,45.0,19420,Video
4,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,45,CYPRESS PKWY,1774,6379,Through,12.0,2,19531,3,2,45.0,45.0,19420,Video
5,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,45,CYPRESS PKWY,1774,6379,Through,12.0,3,19532,3,2,0.0,45.0,19421,Video
6,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,45,CYPRESS PKWY,1774,6379,Through,12.0,3,19533,3,2,45.0,45.0,19421,Video
7,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Left,12.0,1,19540,1,1,0.0,25.0,19425,Video
8,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Left,12.0,1,19541,1,1,25.0,25.0,19425,Video
9,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Left,12.0,1,19542,1,1,50.0,25.0,19425,Video
10,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Left,12.0,1,19543,1,1,75.0,25.0,19425,Video
11,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Through,12.0,2,19544,2,6,0.0,25.0,19426,Video
12,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Through,12.0,2,19545,2,6,25.0,25.0,19426,Video
13,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Through,12.0,2,19546,2,6,150.0,15.0,19426,Video
14,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Through,12.0,2,19547,2,6,250.0,15.0,19426,Video
15,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Through,12.0,3,19548,2,6,0.0,25.0,19427,Video
16,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Through,12.0,3,19549,2,6,25.0,25.0,19427,Video
17,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Through,12.0,3,19550,2,6,150.0,15.0,19427,Video
18,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,225,CYPRESS PKWY,1774,6380,Through,12.0,3,19551,2,6,250.0,15.0,19427,Video
19,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,135,CYPRESS BRANCH RD,1774,6381,Left Through,12.0,1,19534,7,4,0.0,30.0,19423,Video
20,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,135,CYPRESS BRANCH RD,1774,6381,Left Through,12.0,1,19535,7,4,30.0,30.0,19423,Video
21,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,135,CYPRESS BRANCH RD,1774,6381,Left Through,12.0,1,19536,7,4,60.0,30.0,19423,Video
22,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,135,CYPRESS BRANCH RD,1774,6381,Right,12.0,2,19537,7,4,0.0,30.0,19424,Video
23,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,135,CYPRESS BRANCH RD,1774,6381,Right,12.0,2,19538,7,4,30.0,30.0,19424,Video
24,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,135,CYPRESS BRANCH RD,1774,6381,Right,12.0,2,19539,7,4,60.0,30.0,19424,Video
25,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,315,CYPRESS BRANCH RD,1774,6382,Left Through,12.0,1,19552,6,8,0.0,20.0,19429,Video
26,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,315,CYPRESS BRANCH RD,1774,6382,Left Through,12.0,1,19553,6,8,20.0,20.0,19429,Video
27,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,315,CYPRESS BRANCH RD,1774,6382,Right,12.0,2,19554,6,8,0.0,20.0,19430,Video
28,D5I-9999,Cypress Parkway & Cypress Branch Rd,28.145646,-81.466015,"CYPRESS PKWY, CYPRESS BRANCH RD",OSCEOLA,315,CYPRESS BRANCH RD,1774,6382,Right,12.0,2,19555,6,8,20.0,20.0,19430,Video
0,ORC-0021,SR 438 & CR 434(Lake Stanley Rd),28.577597,-81.496799,"SILVER STAR RD, LAKE STANLEY RD",ORANGE,90,SILVER STAR RD,1325,4684,Left,12.0,1,15978,1,1,0.0,50.0,13963,MVDS
1,ORC-0021,SR 438 & CR 434(Lake Stanley Rd),28.577597,-81.496799,"SILVER STAR RD, LAKE STANLEY RD",ORANGE,90,SILVER STAR RD,1325,4684,Through,12.0,2,15979,2,2,0.0,50.0,13964,MVDS
2,ORC-0021,SR 438 & CR 434(Lake Stanley Rd),28.577597,-81.496799,"SILVER STAR RD, LAKE STANLEY RD",ORANGE,90,SILVER STAR RD,1325,4684,Through,12.0,3,15980,2,2,0.0,50.0,13965,MVDS
3,ORC-0021,SR 438 & CR 434(Lake Stanley Rd),28.577597,-81.496799,"SILVER STAR RD, LAKE STANLEY RD",ORANGE,270,SILVER STAR RD,1325,4685,Left,12.0,1,22537,2,2,0.0,50.0,13966,MVDS
4,ORC-0021,SR 438 & CR 434(Lake Stanley Rd),28.577597,-81.496799,"SILVER STAR RD, LAKE STANLEY RD",ORANGE,270,SILVER STAR RD,1325,4685,Through,12.0,2,15981,2,2,0.0,50.0,13967,MVDS
5,ORC-0021,SR 438 & CR 434(Lake Stanley Rd),28.577597,-81.496799,"SILVER STAR RD, LAKE STANLEY RD",ORANGE,270,SILVER STAR RD,1325,4685,Through,12.0,3,15982,2,2,0.0,50.0,13968,MVDS
6,ORC-0021,SR 438 & CR 434(Lake Stanley Rd),28.577597,-81.496799,"SILVER STAR RD, LAKE STANLEY RD",ORANGE,180,LAKE STANLEY RD,1325,4686,Left,12.0,1,15983,3,3,0.0,40.0,13970,Inductive Loop
7,ORC-0021,SR 438 & CR 434(Lake Stanley Rd),28.577597,-81.496799,"SILVER STAR RD, LAKE STANLEY RD",ORANGE,180,LAKE STANLEY RD,1325,4686,Right,12.0,2,15984,3,3,0.0,40.0,13971,Inductive Loop
0,ORL-0428,Edgewater Dr at Smith St,28.57204,-81.389466,"W SMITH ST, EDGEWATER DR",ORANGE,270,W SMITH ST,441,1554,Left,12.0,1,4751,4,4,0.0,50.0,4518,Video
1,ORL-0428,Edgewater Dr at Smith St,28.57204,-81.389466,"W SMITH ST, EDGEWATER DR",ORANGE,270,W SMITH ST,441,1554,Through,12.0,2,4752,4,4,0.0,50.0,4519,Video
2,ORL-0428,Edgewater Dr at Smith St,28.57204,-81.389466,"W SMITH ST, EDGEWATER DR",ORANGE,270,W SMITH ST,441,1554,Through Right,12.0,3,4753,4,4,0.0,50.0,4520,Video
3,ORL-0428,Edgewater Dr at Smith St,28.57204,-81.389466,"W SMITH ST, EDGEWATER DR",ORANGE,0,EDGEWATER DR,441,1556,Left,12.0,1,4755,1,1,0.0,50.0,4522,Video
4,ORL-0428,Edgewater Dr at Smith St,28.57204,-81.389466,"W SMITH ST, EDGEWATER DR",ORANGE,0,EDGEWATER DR,441,1556,Through,12.0,2,4756,6,6,0.0,50.0,4523,Video
5,ORL-0428,Edgewater Dr at Smith St,28.57204,-81.389466,"W SMITH ST, EDGEWATER DR",ORANGE,180,EDGEWATER DR,441,1555,Through Right,12.0,1,4754,2,2,0.0,50.0,4521,Video
0,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,180,BONNEVILLE DR,333,1157,Left,12.0,1,6980,13,3,0.0,50.0,6499,Video
1,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,180,BONNEVILLE DR,333,1157,Through Right,12.0,2,6981,15,8,0.0,50.0,6500,Video
2,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,270,E COLONIAL DR,333,1158,Left,12.0,1,6982,25,5,0.0,50.0,6501,Video
3,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,270,E COLONIAL DR,333,1158,Through,12.0,2,6983,27,2,0.0,50.0,6502,Video
4,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,270,E COLONIAL DR,333,1158,Through,12.0,2,19440,33,2,210.0,10.0,6502,Video
5,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,270,E COLONIAL DR,333,1158,Through,12.0,3,6984,28,2,0.0,50.0,6503,Video
6,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,270,E COLONIAL DR,333,1158,Through,12.0,3,19441,34,2,210.0,10.0,6503,Video
7,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,270,E COLONIAL DR,333,1158,Through Right,12.0,4,6985,29,2,0.0,50.0,6504,Video
8,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,270,E COLONIAL DR,333,1158,Through Right,12.0,4,19442,35,2,210.0,10.0,6504,Video
9,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,0,BONNEVILLE DR,333,1159,Left,12.0,1,6986,37,4,0.0,50.0,6505,Video
10,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,0,BONNEVILLE DR,333,1159,Through Right,12.0,2,19435,39,4,0.0,50.0,19366,Video
11,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,90,E COLONIAL DR,333,1160,Left,12.0,1,6987,1,1,0.0,50.0,6506,Video
12,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,90,E COLONIAL DR,333,1160,Through,12.0,2,6988,3,6,0.0,50.0,6507,Video
13,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,90,E COLONIAL DR,333,1160,Through,12.0,2,19436,9,6,210.0,10.0,6507,Video
14,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,90,E COLONIAL DR,333,1160,Through,12.0,3,6989,4,6,0.0,50.0,6508,Video
15,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,90,E COLONIAL DR,333,1160,Through,12.0,3,19437,10,6,210.0,10.0,6508,Video
16,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,90,E COLONIAL DR,333,1160,Through,12.0,4,6990,5,6,0.0,50.0,6509,Video
17,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,90,E COLONIAL DR,333,1160,Through,12.0,4,19438,11,6,210.0,10.0,6509,Video
18,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,90,E COLONIAL DR,333,1160,Through Right,12.0,5,6991,6,6,0.0,50.0,6510,Video
19,ORC-0036,Colonial Dr E at Bonneville Dr,28.565264,-81.187084,"BONNEVILLE DR, E COLONIAL DR",ORANGE,90,E COLONIAL DR,333,1160,Through Right,12.0,5,19439,12,6,210.0,10.0,6510,Video
0,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,90,SR-434,57,200,Left,12.0,1,418,9,5,0.0,20.0,500,Inductive Loop
1,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,90,SR-434,57,200,Through,12.0,2,419,2,2,150.0,6.0,501,Inductive Loop
2,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,90,SR-434,57,200,Through,12.0,2,3784,5,2,330.0,6.0,501,Inductive Loop
3,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,90,SR-434,57,200,Through,12.0,3,3785,3,2,150.0,6.0,3924,Inductive Loop
4,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,90,SR-434,57,200,Through,12.0,3,3786,6,2,330.0,6.0,3924,Inductive Loop
5,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,90,SR-434,57,200,Through,12.0,4,3787,4,2,150.0,6.0,3925,Inductive Loop
6,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,90,SR-434,57,200,Through,12.0,4,3788,7,2,330.0,6.0,3925,Inductive Loop
7,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,0,SANLANDO OFFICE PARK,57,199,Left,12.0,1,416,8,8,0.0,30.0,498,Inductive Loop
8,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,0,SANLANDO OFFICE PARK,57,199,Right,12.0,2,417,16,8,0.0,30.0,499,Inductive Loop
9,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,270,SR-434,57,201,Left,12.0,1,420,1,1,0.0,40.0,502,Inductive Loop
10,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,270,SR-434,57,201,Through,12.0,2,3790,10,6,150.0,6.0,3927,Inductive Loop
11,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,270,SR-434,57,201,Through,12.0,2,3791,13,6,330.0,6.0,3927,Inductive Loop
12,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,270,SR-434,57,201,Through,12.0,3,3792,11,6,150.0,6.0,3928,Inductive Loop
13,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,270,SR-434,57,201,Through,12.0,3,3793,14,6,330.0,6.0,3928,Inductive Loop
14,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,270,SR-434,57,201,Through,12.0,4,3794,12,6,150.0,6.0,3929,Inductive Loop
15,1250,SR-434 @ Sanlando Springs,28.686996,-81.395262,"SANLANDO OFFICE PARK, SR-434",SEMINOLE,270,SR-434,57,201,Through,12.0,4,3795,15,6,330.0,6.0,3929,Inductive Loop
0,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,0,THREADGILL PL,1099,3881,Left,12.0,1,12472,4,4,0.0,40.0,11656,Inductive Loop
1,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,0,THREADGILL PL,1099,3881,Through Right,12.0,2,12473,9,4,0.0,40.0,11657,Inductive Loop
2,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Left,12.0,1,12476,1,1,0.0,40.0,11658,Inductive Loop
3,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Through,12.0,2,12477,6,6,0.0,50.0,11659,Video
4,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Through,12.0,2,16561,10,6,150.0,6.0,11659,Inductive Loop
5,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Through,12.0,2,16562,22,6,330.0,6.0,11659,Inductive Loop
6,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Through,12.0,3,12478,7,6,0.0,50.0,11660,Video
7,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Through,12.0,3,16563,11,6,150.0,6.0,11660,Inductive Loop
8,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Through,12.0,3,16564,23,6,330.0,6.0,11660,Inductive Loop
9,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Through Right,12.0,4,12479,8,6,0.0,50.0,13755,Video
10,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Through Right,12.0,4,16565,12,6,150.0,6.0,13755,Inductive Loop
11,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,90,SAXON BLVD,1099,3882,Through Right,12.0,4,16566,24,6,330.0,6.0,13755,Inductive Loop
12,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,180,THREADGILL PL,1099,3883,Left,12.0,1,12474,13,8,0.0,30.0,11661,Inductive Loop
13,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,180,THREADGILL PL,1099,3883,Through Right,12.0,2,12475,14,8,0.0,30.0,11662,Inductive Loop
14,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,270,SAXON BLVD,1099,3884,Left,11.0,1,16567,5,5,0.0,40.0,11663,Inductive Loop
15,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,270,SAXON BLVD,1099,3884,Through,12.0,2,12480,2,2,0.0,50.0,11664,Video
16,VOL-0336,Saxon Blvd & Threadgill Place,28.91124,-81.28812,"THREADGILL PL, SAXON BLVD",VOLUSIA,270,SAXON BLVD,1099,3884,Through,12.0,2,16568,16,2,150.0,6.0,11664,Inductive Loop
